query_id,query_text,pred_x,pred_y,pred_w,pred_h
MI3_240819_TY1_0144_6_V02-3_1,금융기관별 여신잔액 비중 원형에 대해 알려주세요,353.7561297416687,1337.5996763706207,1660.3590965270996,1513.8093266487122
MI3_240819_TY1_0160_1_V02-1_1,제1장 대내외 여건 변화와 잠재리스크 점검 I 검토 배경 혼합형에 대해 알려주세요,356.32331132888794,1559.7581090331078,1731.3763236999512,1044.9436775445938
MI3_240819_TY1_0160_2_V02-4_3,충남지역 소득 및 소비 비율 변화에 대해 알려주세요,350.57512760162354,2095.2558725476265,1751.098256111145,1111.2473067045212
MI3_240819_TY1_0160_3_V02-4_1,충남지역 평균소비성향 꺾은선형에 대해 알려주세요,376.5977931022644,2240.3092927336693,1666.7784547805786,962.0934664011002
MI3_240819_TY1_0160_4_V02-8_3,제1장 대내외 여건 변화와 잠재리스크 점검의 (조원) (%) 140 24 은행(좌측) 비은행(좌측) 차트(혼합형)에 대해 알려주세요,332.68637895584106,109.00362759828568,1760.5567836761475,1481.8885476589203
MI3_240819_TY1_0160_5_V02-1_2,대전충남지역의 가계 및 자영업자 부채 현황 및 차트(세로 막대형)에 대해 알려주세요,351.97771310806274,287.5715866088867,1769.1987562179565,1242.475073337555
MI3_240819_TY1_0160_6_V02-4_1,제1장 대내외 여건 변화와 잠재리스크 점검 차트(꺾은선형)에 대해 알려주세요,349.9828886985779,392.6246092915535,1782.665410041809,1325.649901509285
MI3_240819_TY1_0160_7_V02-1_2,제1장 대내외 여건 변화와 잠재리스크 차트(세로 막대형)에 대해 알려주세요,347.1227288246155,463.2795702815056,1791.7672491073608,1539.707283616066
MI3_240819_TY1_0160_8_V02-1_4,제1장 대내외 여건 변화와 잠재리스크 점검 2. 근로복지 [그림 20] 저임금 비중이 높은 산업 차트(세로 막대형)에 대해 알려주세요,323.99377822875977,1517.1691390275955,1765.8921813964844,1573.7544348239899
MI3_240819_TY1_0162_1_V02-4_2,한국은행 경기본부 자자 전세 보증금부 월세 -----월세+사글세에 대해 알려주세요,368.76638889312744,1450.3674501180649,1743.5740947723389,1470.3817365169525
MI3_240819_TY1_0162_2_V02-4_2,경기도 전월세시장 현황 및 세입자 주거안정 방안 꺾은선형 차트에 대해 알려주세요,418.4466075897217,783.0394704937935,1561.9625902175903,1676.596141219139
MI3_240819_TY1_0162_3_V02-4_4,<표 9> 지역별 전세가격 비율에 대한 단위근 검정 결과에 대해 알려주세요,371.6037106513977,689.4493494033813,1761.4237451553345,896.2361464500427
MI3_240819_TY1_0178_1_V02-8_2,제조업 업황BSI 혼합형에 대해 알려주세요,375.0782084465027,2055.8063308000565,1757.3921155929565,845.352296590805
MI3_240819_TY1_0178_2_V02-8_1,(울산지역 소비 및 투자 지표) 대형소매점 판매지수 혼합형에 대해 알려주세요,380.19882440567017,880.4153527319431,1748.280520439148,810.5988811850548
MI3_240819_TY1_0178_3_V02-4_1,울산지역 고용 및 물가 소비자물가 등락률 꺾은선형에 대해 알려주세요,350.1415729522705,2051.8294847011566,1780.129566192627,840.8829317092896
MI3_240819_TY1_0178_4_V02-8_2,울산지역 수출입에 대한 차트(혼합형)에 대해 알려주세요,382.3861837387085,819.1880595684052,1756.1189460754395,699.5891098976135
MI3_240819_TY1_0178_5_V02-8_2,금융동향 총여신 잔액 및 증감률 혼합형에 대해 알려주세요,296.36852741241455,2271.806684345007,1836.7335033416748,768.9227593541145
MI3_240819_TY1_0181_1_V02-8_2,시설기계류 수입액 혼합형에 대해 알려주세요,364.7120690345764,2250.302871018648,1769.014868736267,794.3021654486656
MI3_240819_TY1_0181_2_V02-4_1,소비자물가 등락률 소비자물가 등락률 꺾은선형에 대해 알려주세요,370.85596561431885,2176.1937705278397,1746.0358810424805,797.5130512714386
MI3_240819_TY1_0181_3_V02-8_2,울산지역 수입에 대한 차트(혼합형)에 대해 알려주세요,387.4562454223633,1111.086958438158,1769.6379280090332,874.9173805117607
MI3_240819_TY1_0181_4_V02-8_1,총수신 잔액 및 증감률 혼합형에 대해 알려주세요,322.25926399230957,2157.680249810219,1802.2928857803345,710.4646689891815
MI3_240819_TY1_0181_5_V02-1_1,2017.4 월 울산지역 가계대출 동향 세로 막대형 차트에 대해 알려주세요,297.87214756011963,2170.460281074047,1843.8443613052368,783.0696321725845
MI3_240819_TY1_0192_1_V02-8_1,제목에 대한 제조업 생산지수 혼합형에 대해 알려주세요,395.7773756980896,1497.1202999949455,1676.6931533813477,571.3068376779556
MI3_240819_TY1_0192_2_V02-8_1,울산지역 소비 및 투자 지표 차트(혼합형)에 대해 알려주세요,415.4465365409851,1141.8460946083069,1697.3537397384644,718.3654606342316
MI3_240819_TY1_0192_3_V02-8_2,울산지역 수출입에 대한 차트(혼합형)에 대해 알려주세요,396.7353940010071,730.7772266864777,1696.3314199447632,658.8443932533264
MI3_240819_TY1_0192_4_V02-4_2,주택매매가격 및 전세가격 등락률 전월대비 주택매매가격등락률 꺾은선형에 대해 알려주세요,377.40666151046753,2258.26262691617,1732.184453010559,745.0406689047813
MI3_240819_TY1_0192_5_V02-4_1,총수신 잔액 및 증감률 꺾은선형 차트에 대해 알려주세요,349.57209825515747,1535.9243713617325,1751.538314819336,997.3366301059723
MI3_240819_TY1_0201_1_V02-8_3,건축착공면적 혼합형에 대해 알려주세요,398.67522954940796,1534.869575113058,1666.2548780441284,582.5133388638496
MI3_240819_TY1_0201_2_V02-8_2,제목에 대해 알려주세요,387.3823356628418,681.2843424975872,1720.893850326538,732.8031819462776
MI3_240819_TY1_0201_3_V02-8_1,울산지역 고용 및 물가 취업자증감 및 실업률 혼합형에 대해 알려주세요,369.45094108581543,1705.4069218039513,1753.530330657959,950.167214512825
MI3_240819_TY1_0201_4_V02-4_1,총수신 잔액 및 증감률 차트(꺾은선형)에 대해 알려주세요,352.59966373443604,1134.1666541397572,1753.5696506500244,651.025095641613
MI3_240819_TY1_0201_5_V02-1_1,울산지역 가계대출 동향에 대한 차트(세로 막대형)에 대해 알려주세요,330.0826120376587,1271.9562325179577,1770.5449485778809,765.7725628018379
MI3_240819_TY1_0204_1_V02-8_2,울산지역 소비 및 투자 지표와 시설기계류 수입액 혼합형에 대해 알려주세요,398.47500801086426,1451.1896041631699,1669.7438621520996,621.6987960338593
MI3_240819_TY1_0204_2_V02-8_2,제목에 대해 알려주세요,383.23030710220337,680.7440982162952,1726.9229650497437,777.4789533019066
MI3_240819_TY1_0204_3_V02-4_1,울산지역 고용 및 물가 소비자물가 등락률 꺾은선형에 대해 알려주세요,371.91997051239014,946.9950109124184,1770.8837509155273,854.4138685464859
MI3_240819_TY1_0204_4_V02-4_1,금융동향 총수신잔액 전년동월대비증감률 차트(꺾은선형)에 대해 알려주세요,310.78832149505615,1134.8023494184017,1807.5004196166992,752.9513924717903
MI3_240819_TY1_0204_5_V02-1_1,울산지역 가계대출 동향 차트(세로 막대형)에 대해 알려주세요,320.3814387321472,2217.9276020526886,1786.7054653167725,655.076117515564
MI3_240819_TY1_0229_2_V02-8_1,부산지역 서비스혁신지수에 대해 알려주세요,546.674644947052,1499.1292403042316,1406.1129236221313,728.9329733252525
MI3_240819_TY1_0253_2_V01_1,LED 시장규모에 대해 알려주세요,359.5613718032837,1470.2016550898552,1772.513017654419,1508.1471902132034
MI3_240819_TY1_0253_4_V01_1,세계 LED시장 용도별 동향 및 전망 표에 대해 알려주세요,378.9030385017395,1958.9337617754936,1709.6211338043213,984.5764104127884
MI3_240819_TY1_0260_1_V02-1_1,서비스업 발전을 통한 내외수 균형성장에 대해 알려주세요,395.0202441215515,1639.025666832924,1684.524040222168,656.0967009067535
MI3_240819_TY1_0260_2_V02-1_1,BOK 경제연구의 차트(세로 막대형)에 대해 알려주세요,464.00657892227173,1411.7842333316803,1572.2670888900757,944.7955083847046
MI3_240819_TY1_0260_3_V02-1_2,서비스업 발전을 통한 내외수 균형성장에 대해 알려주세요,418.00374031066895,1098.5535524785519,1674.7836208343506,591.5156329274178
MI3_240819_TY1_0260_4_V02-6_1,주 : 1) 서비스업 5개 부문에 대한 꺾은선형 차트에 대해 알려주세요,408.26745986938477,671.5864741206169,1636.6417503356934,612.2324198484421
MI3_240819_TY1_0292_1_V02-4_2,제목 소제목 차트(꺾은선형)에 대해 알려주세요,1202.0533990859985,1766.6000021100044,1038.2222175598145,1055.1321567296982
MI3_240819_TY1_0292_2_V01_2,조사통계월보 제76권 제5호 (%) 금융위기와 팬데믹 기간중 근로상태 전이행렬에 대해 알려주세요,678.4546375274658,1227.9071915745735,1556.1226844787598,1114.6672333478928
MI3_240819_TY1_0292_3_V02-1_1,조사통계월보 제76권 제5호 (2022.5) 본문에서 연령더미 계수 추정치 차트(세로 막대형)에 대해 알려주세요,1078.685667514801,1435.9236912429333,1079.3877363204956,505.3849602341652
MI3_240819_TY1_0292_4_V01_1,조사통계월보 제76권 제5호 (2022.5) 본문 차트에 대해 알려주세요,239.42763566970825,516.3809569478035,1980.8096408843994,1167.6597870588303
MI3_240819_TY1_0297_1_V02-1_2,총자산증가율 차트(세로 막대형)에 대해 알려주세요,345.01238346099854,2367.69748288393,1811.4028549194336,619.1178554296494
MI3_240819_TY1_0297_2_V02-1_2,이자보상비율 차트(세로 막대형)에 대해 알려주세요,339.1055154800415,2017.1436586380005,1817.1453475952148,606.3360991477966
MI3_240819_TY1_0297_3_V02-1_1,부채비율 차트(세로 막대형)에 대해 알려주세요,362.4473261833191,2053.8315772116184,1797.8541612625122,630.3240429759026
MI3_240819_TY1_0337_2_V01_1,제주지역 고령화가 고용률에 미치는 영향 본문 차트(세로 막대형)에 대해 알려주세요,365.43534994125366,2313.2886893749237,1713.7840270996094,745.4699892997742
MI3_240819_TY1_0337_3_V02-8_1,최근 제주지역 관광객 수 및 서비스업 취업자수 증감의 혼합형 차트에 대해 알려주세요,356.0913825035095,1577.6516948640347,1723.9881563186646,694.9949687123299
MI3_240819_TY1_0337_4_V01_2,Granger 인과관계 검정 결과에 대해 알려주세요,321.00871086120605,1676.0912075340748,1793.5344314575195,799.9543699622154
MI3_240819_TY1_0349_1_V01_1,경제전망 및 재정긴축목표 차트(세로 막대형)에 대해 알려주세요,393.3691740036011,2301.66580542922,1771.9643115997314,569.3296011090279
MI3_240819_TY1_0349_2_V02-8_1,Ⅱ. 그리스 경제의 최근 동향 및 주요 재정수지적자 비율 차트(혼합형)에 대해 알려주세요,340.268337726593,1207.967760503292,1765.0262546539307,715.0920037031174
MI3_240819_TY1_0349_3_V02-4_1,청년실업률 꺾은선형에 대해 알려주세요,361.42441511154175,1486.2345214784145,1735.3134965896606,661.8323858380318
MI3_240819_TY1_0349_4_V02-4_1,운송수지 및 관광객 증가율 꺾은선형에 대해 알려주세요,374.62610244750977,1888.3324854373932,1690.0743675231934,1031.7853446006775
MI3_240819_TY1_0364_4_V02-2_1,자료 및 조사대상 품목 분류에 대해 알려주세요,394.9096751213074,575.427383005619,1633.8934898376465,959.6299315690994
MI3_240819_TY1_0377_4_V03_1,CCP 청산 모델에 대해 알려주세요,408.2404088973999,1297.3712628483772,1665.1239109039307,1072.1657165288925
MI3_240819_TY1_0405_1_V01_1,"(천GT, %) 한국 일본 중국 기타 계 수주잔량에 대해 알려주세요",386.8827795982361,1596.0781544446945,1470.9323740005493,882.2078816890717
MI3_240819_TY1_0405_2_V01_1,선박 해체량 및 건조량 추이에 대해 알려주세요,308.5950493812561,2068.8649786114693,1624.967999458313,780.2090295553207
MI3_240819_TY1_0466_1_V02-8_1,정부재정지출 혼합형에 대해 알려주세요,589.5212411880493,1002.837712585926,1281.2420892715454,828.7838643789291
MI3_240819_TY1_0466_2_V01_1,BOK 경제연구 제2017-29호 모형 시뮬레이션을 위하여 국가별로 캘리브레이션된 모수 차트(세로 막대형)에 대해 알려주세요,373.68079662323,571.4640756845474,1682.0666885375977,768.6234948635101
MI3_240819_TY1_0466_3_V01_1,에 대한 표의 내용에 대해 알려주세요,364.4898223876953,1950.2583978325129,1661.929235458374,287.7445850074291
MI3_240819_TY1_0471_1_V02-4_2,직업훈련이 청년취업률 제고에 미치는 영향에 대해 알려주세요,411.5746998786926,632.6076270639896,1639.9589681625366,809.5550884604454
MI3_240819_TY1_0471_2_V01_1,직업훈련이 청년취업률 제고에 미치는 영향 전체 관측치 평균 표준편차에 대해 알려주세요,397.95032262802124,834.1867253780365,1679.7858333587646,2283.000509262085
MI3_240819_TY1_0471_3_V01_1,BOK 경제연구 제2018-6호 평균(Mean) Non-Public Private College Online participation 관측치수(명)에 대해 알려주세요,391.47797107696533,954.9736374616623,1717.0694637298584,2180.2348082065582
MI3_240819_TY1_0475_1_V02-1_5,"<그림 1> 북한이탈주민, 기존주민 대조군, 전체주민(200만 표본) 차트(세로 막대형)에 대해 알려주세요",439.62788820266724,1570.0966647863388,1626.8367338180542,1179.9050104618073
MI3_240819_TY1_0475_2_V02-1_1,소득구간별 비중 추이 차트(세로 막대형)에 대해 알려주세요,427.3650026321411,638.1933922469616,1580.5167484283447,640.0028577446938
MI3_240819_TY1_0475_3_V02-4_3,북한이탈주민의 신용행태에 관한 연구와 관련된 차트(꺾은선형)에 대해 알려주세요,417.19671964645386,946.635213971138,1641.7685747146606,1099.2454676628113
MI3_240819_TY1_0496_2_V02-8_1,1차 노동시장 종사자수와 2차 노동시장 비중의 혼합형 차트에 대해 알려주세요,426.016149520874,1647.7094598412514,1710.7699871063232,1055.1451205015182
MI3_240819_TY1_0496_3_V02-3_1,우리나라 고용구조의 특징과 과제 차트(원형)에 대해 알려주세요,403.31838846206665,588.3695659637451,1693.7203359603882,684.2452313899994
MI3_240819_TY1_0568_1_V02-4_1,산업구조조정이 고용 및 성장에 미치는 영향 차트(꺾은선형)에 대해 알려주세요,439.57563400268555,551.8855131566525,1559.4038343429565,644.8662585616112
